ID,titulo,titulo_completo,empresa,comentario_curto,comentario,link,data,cidade,local,problema
108391321,AÇÃO JUDICIAL,AÇÃO JUDICIAL,Privalia,No dia 06/06 fiz um pedido ( PE92841928) de calçados da Campanha: Vizzano e Beira Rio com data de entrega do dia 24 a 29/06 e até o momento não entregaram....,"No dia 06/06 fiz um pedido ( PE92841928) de calçados da Campanha: Vizzano e Beira Rio com data de entrega do dia 24 a 29/06 e até o momento não entregaram.Já tentei vários contatos, os fones que estão no site não atendem e o atendimento online, a gente só fica na espera.A empresa continua ativa e não está respondendo às reclamações dos clientes, então temos que ajuizar essa empresa e corresponsabilizar às fabricas que colocam seus produtos para comercialização nesse site.Privalia irresponsável!",https://www.reclameaqui.com.br/privalia/acao-judicial_VX_u9VgiCIvKaPOo/, 14/07/20 às 10h32,Coronel Fabriciano, Coronel Fabriciano - MG,2
108331329,Atraso entrega- Produto parado nos correios há aproxima...,Atraso entrega- Produto parado nos correios há aproximadamente 20 dias,Arezzo - Loja Online,"Na data de 19/06/2020 realizei a compra de dois calçados, pedido A07198583, com prazo de entrega de 13 dias úteis. Contudo, observei que o produto chegou no...","Na data de 19/06/2020 realizei a compra de dois calçados, pedido A07198583, com prazo de entrega de 13 dias úteis. Contudo, observei que o produto chegou no dia CET Jaguaré no dia 26/06/2020 e lá permanece até a presente data (13/07/20). O produto era um presente de aniversário. Entrei em contato diversas vezes para avisar que deveria estar ocorrendo algum erro nos correios, para a entrega ficar tanto tempo parada e nada de mudar o status do rastreamento. Comprei diversos produtos deste grupo durante a pandemia, e muitos chegaram na mesma semana e até mesmo antes do prazo, então o problema não é a pandemia, pois a maior parte das entregas estão funcionando super bem! Eu até entendo um pequeno atraso, mas os produtos, inexplicavelmente, estão parados há quase 20 dias nos correios. Sendo assim, solicito que realizem a entrega dos meus produtos o mais rápido possível!!!!",https://www.reclameaqui.com.br/arezzo-loja-online/atraso-entrega-produto-parado-nos-correios-ha-aproximadamente-20-dias_16ukmYXfHKdfdq20/, 13/07/20 às 14h52,São Paulo, São Paulo - SP,2
108322057,Paguei e não recebi.,Paguei e não recebi.,Tricae,"Há 30dias comprei 4 pares de calçados infantil,recebi 2 pares e os outros 2 não, tentei contato que não foi possível, mandei imail e não obtive resposta...","Há 30dias comprei 4 pares de calçados infantil,recebi 2 pares e os outros 2 não, tentei contato que não foi possível, mandei imail e não obtive resposta,comprei para dar de aniversário para minha neta e o presente não chegou.o número do pedido,4492666491",https://www.reclameaqui.com.br/tricae/paguei-e-nao-recebi_u_nWr4rkV8yoohdV/, 13/07/20 às 13h15,Viamão, Viamão - RS,2
108305639,atraso e falta de informações,atraso e falta de informações,Sena Calçados,"fiz a compra de 2 calçados no dia 26/06 e como informa a entrega é em 8 dias úteis, ligo no telefone fixo e ninguém atende , mando mensagem pelo whatzap e...","fiz a compra de 2 calçados no dia 26/06 e como informa a entrega é em 8 dias úteis, ligo no telefone fixo e ninguém atende , mando mensagem pelo whatzap e ninguém responde. Eles não respondem e pelo site está dizendo que o produto está sendo enviado pra transporte, espero receber este produto porque não compro nunca mais nesta loja.",https://www.reclameaqui.com.br/sena-calcados/atraso-e-falta-de-informacoes_mE75jxZqoExPfFeq/, 13/07/20 às 10h38,Limeira, Limeira - SP,2
108253343,Comprei e não recebi,Comprei e não recebi,Tricae, o comprador. Novamente entrei e reclamei cobrando um retorno sobre o prazo e até agora nada...Já comprei no site TRICAE calçados e recebi sem problemas..mas...,Comprei uma cama através do site Americanas.com do parceiro TRICAE no dia 20 de maio/20. Na época o prazo para entrega seria de 38 d.u. como não tinha pressa fechei. Acontece que desde então a única atualização do pedido era PAGAMENTO CONFIRMADO e a data de entrega seria 8/7. Chegada a data...nada! Entrei no site no campo Ajuda e questionei sobre a entrega...ai sem resposta o pedido atualizou para ENTREGUE A TRANSPORTADORA no dia 10/7 mas não tinha nova data de entrega para o comprador. Novamente entrei e reclamei cobrando um retorno sobre o prazo e até agora nada...Já comprei no site TRICAE calçados e recebi sem problemas..mas móveis nunca mais me atrevo! Quero retorno se realmente receberei ...do contrário quero meu dinheiro de volta!,https://www.reclameaqui.com.br/tricae/comprei-e-nao-recebi_LVzQrjCggO9vWooh/, 12/07/20 às 13h19,São Paulo, São Paulo - SP,2
108180403,Entrega prevista para 15 de junho e até agora nada.,Entrega prevista para 15 de junho e até agora nada.,Calçados Bibi,Realizei uma compra on-line pelo site da Bibi calçados infantis de uma bota para minha afilhada e um tênis para o meu filho. A previsão de entrega era para 15...,"Realizei uma compra on-line pelo site da Bibi calçados infantis de uma bota para minha afilhada e um tênis para o meu filho. A previsão de entrega era para 15 de junho e eles utilizaram a transportadora Azul cargo Express. Porém hoje dia 11 de julho não recebi nenhum pedido, nem e-mail, nem contato da empresa sobre e fui atrás. Entrei em contato com a Azul por chat, que por sinal foram super solícitos, e nem sequer cadastro com meu nome para entrega tinha lá na base de dados deles, fora que a Bibi não me forneceu número para rastreio com a Azul, que segundo a atendente é obrigatório. Em contato com a Bibi por chat, falei o tempo todo com robô, em nenhum momento algum atendente veio falar comigo, e estou até agora sem meu pedido. Achei muita falta de respeito, profissionalismo e consideração com o cliente, e pode ter certeza que nunca mais compro ou indico a loja on-line para qualquer tipo de compra.",https://www.reclameaqui.com.br/calcados-bibi/entrega-prevista-para-15-de-junho-e-ate-agora-nada_twHkDiztQlzexdM0/, 11/07/20 às 11h39,São Paulo, São Paulo - SP,2
108001027,Atraso,Atraso,Calçados 50 Off,"Comprei o tênis na ""calçados 50%off"" dia 13/04/20. Até hoje (08/07/20) não recebi. Reclamei 4 vezes, me prometeram enviar e depois passar o código de...","Comprei o tênis na ""calçados 50%off"" dia 13/04/20. Até hoje (08/07/20) não recebi. Reclamei 4 vezes, me prometeram enviar e depois passar o código de rastreio e até agora nada. Antes diziam que era por causa da pandemia. Agora essa desculpa não pega mais.",https://www.reclameaqui.com.br/calcados-50-off/atraso_ExUrzM6EOPJypB8a/, 09/07/20 às 13h21,Cuiabá, Cuiabá - MT,2
107947473,NÃO compre na condi outlet,NÃO compre na condi outlet,Condi Outlet,"A loja Condi invade minhas redes sociais para me oferecer enganosamente calçados ""maravilhosos"" de inverno. Eu fiz minha escolha em maio, presente de...","A loja Condi invade minhas redes sociais para me oferecer enganosamente calçados ""maravilhosos"" de inverno. Eu fiz minha escolha em maio, presente de DIA DAS MÃES (de 2020, só pra deixar claro), uma botinha linda, toda peluciada por dentro, para  aquecer meus pés ""neste"" inverno. Entretanto, já estamos próximos do dia dos pais e nada do produto chegar. Também não estão respondendo e-mail.",https://www.reclameaqui.com.br/condi-outlet/nao-compre-na-condi-outlet_tEyVaEhqoFldU431/, 08/07/20 às 17h43,São José dos Pinhais, São José dos Pinhais - PR,2
107848157,Paguei e não recebi os calçados,Paguei e não recebi os calçados,Babies Wear,Pedido: #15037 Fiz a compra de 3 calçados no dia 06/06/2020 o pagamento foi confirmado no mesmo dia e até hoje dia 07/07/2020 meu pedido está com o mesmo...,"Pedido: #15037 Fiz a compra de 3 calçados no dia 06/06/2020 o pagamento foi confirmado no mesmo dia e até hoje dia 07/07/2020 meu pedido está com o mesmo status de pagamento confirmado, mando e-mail para a loja perguntando, tento entrar em contato pelo telefone para saber sobre o meu pedido e não tenho retorno.",https://www.reclameaqui.com.br/babies-wear/paguei-e-nao-recebi-os-calcados_c3UtIOC7zpksoy6h/, 07/07/20 às 14h29,Arantina, Arantina - MG,2
107554197,Entrega faltando Item e Pedido dado como entregue,Entrega faltando Item e Pedido dado como entregue,Riachuelo - Loja Online,"Comprei 2 pares de calçados que já eram pra ter sido entregues no dia 25/06, hoje eles resolveram entregar e quando vi só tinha somente 1 par de calçados. E...","Comprei 2 pares de calçados que já eram pra ter sido entregues no dia 25/06, hoje eles resolveram entregar e quando vi só tinha somente 1 par de calçados. E agora consta que meu pedido já foi entregue. So que recebi somente 1. Tento contato pelo chat e fala que a fila está cheia, tento contato telefônico a mais de 1h e so dá que os atendentes estão ocupados. Isso é um absurdo um descaso com o consumidor. Se não entregarem ja meu outro pedido foi acionar o Procon. N Pedido 5931763",https://www.reclameaqui.com.br/riachuelo-loja-online/entrega-faltando-item-e-pedido-dado-como-entregue_QB_avsMZesH_C4IA/, 07/07/20 às 10h23,São Paulo, São Paulo - SP,2
107817843,comprei e ainda nao recebi,comprei e ainda nao recebi,Netshoes,"Comprei alguns calçados na loja virtual dia 24/06, paguei entrega expressa para receber de 3 a 5 dias uteis porem ate o momento nao recebi, e nem se quer um...","Comprei alguns calçados na loja virtual dia 24/06, paguei entrega expressa para receber de 3 a 5 dias uteis porem ate o momento nao recebi, e nem se quer um parecer da loja eu recebo. Ja entrei em contato com o chat e nada adiantou, o whatsapp e so URA, atendimento eletronico. Ta dificil! hoje ja e dia 07/07 e nada dos meus produtos.",https://www.reclameaqui.com.br/netshoes/comprei-e-ainda-nao-recebi_Neau5gQB1Tz9P8tW/, 07/07/20 às 09h56,Magé, Magé - RJ,2
107799363,Troca pela loja virtual ou logística reversa,Troca pela loja virtual ou logística reversa,Lojas Renner,"Solicitei a troca dos calçados desse pedido pela coleta dos produtos, mas se passou um mês e não coletaram, aí pedi a postagem e fui aos correios tomando todas...","Solicitei a troca dos calçados desse pedido pela coleta dos produtos, mas se passou um mês e não coletaram, aí pedi a postagem e fui aos correios tomando todas as medidas de segurança e higiene.Fiz a postagem no dia 2206 e rastreei, os produtos chegaram no destino no dia 2406, mas até agora não recebi o vale para comprar de volta o sapato em outra numeração, uma vez que enviei com a intenção de trocar apenas por outro número e se com essa demora ficar indisponível na loja virtual quero de volta.",https://www.reclameaqui.com.br/lojas-renner/troca-pela-loja-virtual-ou-logistica-reversa_aznyTYWmi__8pFa6/, 06/07/20 às 22h20,São Paulo, São Paulo - SP,2
107785383,Falta de profissionalismo,Falta de profissionalismo,GiMultimarcas,Efetuei uma compra neste site 26/06E até agora não sai  do produtos recebido Entrei em contato Ele informaram que um dos calçados deu falta...,Efetuei uma compra neste site 26/06E até agora não sai  do produtos recebido Entrei em contato Ele informaram que um dos calçados deu falta Não me deram nem uma opção e data prevista E simplesmente não me respondem mais Detalhe se eu não mando o e-mail não iria saber nunca Péssima empresa Primeira e última vez que compro Quero meus produtos ou meu dinheiro de volta,https://www.reclameaqui.com.br/gimultimarcas/falta-de-profissionalismo_8_qXT1jfrf4yqO6o/, 06/07/20 às 19h05,Adolfo, Adolfo - SP,2
107748501,compra calçados infantis desde 29/05/2020,compra calçados infantis desde 29/05/2020,Zattini,Comprei calçados infantis para meu irmão desde o dia 29/05/2020 e até hoje não recebi dia 06/07/2020. A compra já está cancelada no site e não consigo contato...,Comprei calçados infantis para meu irmão desde o dia 29/05/2020 e até hoje não recebi dia 06/07/2020. A compra já está cancelada no site e não consigo contato com ninguém da empresa. Estou indignada com essa situação. Sei que estamos em período de pandemia mais nada justifica tanta demora e ainda não consigo uma solução. Quero uma resposta da Empresa Zattini e não a indico para compras pois não tem um atendimento ao cliente que funcione.,https://www.reclameaqui.com.br/zattini/compra-calcados-infantis-desde-29-05-2020_i7Vug8A7GdnukazC/, 06/07/20 às 13h05,Santa Maria Madalena, Santa Maria Madalena - RJ,2
107661545,Entrega atrasada sem feedback/contato!!!,Entrega atrasada sem feedback/contato!!!,Santa Lolla - Loja Online,"Comprei alguns calçados pelo site da Santa Lolla dia 12/06/2020, cujo prazo de entrega máximo era até dia 02/07/2020. Tentei acessar diversas vezes o rastreio...","Comprei alguns calçados pelo site da Santa Lolla dia 12/06/2020, cujo prazo de entrega máximo era até dia 02/07/2020. Tentei acessar diversas vezes o rastreio sem sucesso. Só aparece enviado e nunca mais atualiza aquilo. Hoje já é dia 04/07/2020 (DOIS DIAS APÓS TERMINO DO PRAZO ESTABELECIDO POR ELES), não recebi meus calçados, não recebi nenhum e-mail me informando que iria atrasar e nem feedback algum! Já tentei entrar em contato com eles, também sem sucesso! Mandei email pelo site deles destinado a essa questão e nada também!!! É realmente lamentável que uma empresa desse porte não se preocupe com o mínimo de feedback/respeito com seus clientes. Aguardo retorno.",https://www.reclameaqui.com.br/santa-lolla-loja-online/entrega-atrasada-sem-feedback-contato_aWvBA7tzWKyrf0yo/, 04/07/20 às 08h16,Recife, Recife - PE,2
107613871,Não recebi a minha mercadoria!,Não recebi a minha mercadoria!,Ultrafarma," depois disso ela disse: o sr. tem que aguardar! E estou aguardando até hoje. E vejam vocês: estou falando que comprei medicamento! Não foi roupas, calçados, ou...","Número do pedido: 726757417Na Data e Hora: 03/06/2020 11:26:23 fiz o pedido acima e até hoje dia, 03/07, não recebi! Depois de muito esperar e depois de muito tentar, consegui contato com um atendente por shat, que me disse que a minha mercadoria já tinha entrado e saída dos Correios da minha Cidade, pois eu não havia ido retirar. Eu perguntei: mas como eu iria aos Correios retirar algo que eu não sabia que estava lá? Tem algum documento que prova que eu fui avisado? E depois disso ela disse: o sr. tem que aguardar! E estou aguardando até hoje. E vejam vocês: estou falando que comprei medicamento! Não foi roupas, calçados, ou qualquer coisa fútil, O que também não justificaria a demora ou muito menos o pouco caso da referida empresa. Até no canal ""Fale com o Sidney de Oliveira"" eu  entrei e nada!  Então, já viu? Inclusive, a compra já veio até no cartão e paguei, mas não recebi! Até quando teremos empresas assim no Brasil? E depois reclamamos do caráter dos nossos políticos. Será que o problema do Brasil são os políticos ou os Brasileiros?  Pois a falta de respeito aqui com o próximo é grande e feito naturalmente!",https://www.reclameaqui.com.br/ultrafarma/nao-recebi-a-minha-mercadoria_5Fuqv17zyep-fQOz/, 03/07/20 às 12h14,Duque de Caxias, Duque de Caxias - RJ,2
107584327,Comprei uma bora dia 15/06/2020 com a promessa de entre...,"Comprei uma bora dia 15/06/2020 com a promessa de entrega em 5 dias úteis e até hoje dia 02/07/2020 não recebi, tb fiz uma reclamação para obter o que houve e não me responderam",Jdk Calçados,Comprei uma bota dia 15/06/2020 e até agora nada de entregar hoje é dia 02/07/2020 e não recebi não e tb nenhum retorno de uma resposta sobre a reclamação que fiz no próprio site da JDK calçados....,Comprei uma bota dia 15/06/2020 e até agora nada de entregar hoje é dia 02/07/2020 e não recebi não e tb nenhum retorno de uma resposta sobre a reclamação que fiz no próprio site da JDK calçados.,https://www.reclameaqui.com.br/jdk-calcados/comprei-uma-bora-dia-15-06-2020-com-a-promessa-de-entrega-em-5-dias-uteis-e_G7pDgNJHwFlRsP4z/, 02/07/20 às 21h37,São Paulo, São Paulo - SP,2
107570927,Estou com problemas para rastrear meu produto,Estou com problemas para rastrear meu produto,Centauro,"Efetuei uma compra de 3 calçados e 1 palmilha no site da Centauro, paguei o frete e os produtos acabaram indo para retirada no Correios, porém só me foi...","Efetuei uma compra de 3 calçados e 1 palmilha no site da Centauro, paguei o frete e os produtos acabaram indo para retirada no Correios, porém só me foi passado 1 código de rastreio essa semana fui pegar meus produtos e só havia 1 tênis, fui até uma loja para saber e me deram os outros códigos 1 deles já havia chego e eu não recebi nenhum e-mail acabou passando do prazo e o tênis retornou para o remetente, o site não está atualizando o rastreio o que está dificultando muito.  Gostaria de saber se é possível mandarem de volta e me avisarem pois tentei ligar e não consegui. O número do pedido é 922495262. Grata!",https://www.reclameaqui.com.br/centauro-loja-fisica/estou-com-problemas-para-rastrear-meu-produto_37ZeAWyZd4r-GZXO/, 02/07/20 às 18h09,Rio de Janeiro, Rio de Janeiro - RJ,2
107554453,Acho que sofri um [Editado pelo Reclame Aqui] dessa now...,Acho que sofri um [Editado pelo Reclame Aqui] dessa nowlog,Nowlog,"Já está chegando quatro meses que aguardo minha mercadoria , não me enviaram número de rastreio não consigo completar as ligações ,já terminei de pagar meus calçados no cartão , e nada de minha mercadoria chegar ....","Já está chegando quatro meses que aguardo minha mercadoria , não me enviaram número de rastreio não consigo completar as ligações ,já terminei de pagar meus calçados no cartão , e nada de minha mercadoria chegar .",https://www.reclameaqui.com.br/nowlog/acho-que-sofri-um-dessa-nowlog_6T2afhGPXhC_fnJ0/, 02/07/20 às 14h52,Irecê, Irecê - BA,2
107528249,CALÇADOS 50% OFF NÃO ENTREGA PRODUTO NO PRAZO ACORDADO,CALÇADOS 50% OFF NÃO ENTREGA PRODUTO NO PRAZO ACORDADO,Calçados 50 Off,,"A COMPRA, À VISTA, FOI REALIZADA EM 06/06/2020, E PGTO. CONFIRMADO NO DIA 09/06. O SITE AVISA QUE ENTREGA ENTRE 7 E 15 DIAS ÚTEIS. NO DIA 26/06 ENTREI EM CONTATO COM SAC PARA RECLAMAR. RESPONDERAM QUE O PRODUTO SERIA POSTADO NO DIA 01/07/2020, MAS NÃO CUMPRIRAM COM O PROMETIDO. O STATUS DO PEDIDO É QUE ESTÁ SENDO SEPARADO. SEPARADO? QUASE 30 DIAS CORRIDOS PARA UM PRODUTO QUE FOI PAGO À VISTA?",https://www.reclameaqui.com.br/calcados-50-off/calcados-50-off-nao-entrega-produto-no-prazo-acordado_UwZtEl9E3-5oPUko/, 02/07/20 às 10h10,São Paulo, São Paulo - SP,2
107523187,Não entregam,Não entregam,Crocs,"comprei um par destes calçados para dar de presente no dia dos namorados, 12 de junho. E até hoje, 2 de julho, não chegou. A empresa não dá nenhum suporte para o cliente, respondem email de maneira burocrática.swm dar solução....","comprei um par destes calçados para dar de presente no dia dos namorados, 12 de junho. E até hoje, 2 de julho, não chegou. A empresa não dá nenhum suporte para o cliente, respondem email de maneira burocrática.swm dar solução.",https://www.reclameaqui.com.br/crocs/nao-entregam_TbpPjuj4eAivozOo/, 02/07/20 às 08h59,Niterói, Niterói - RJ,2
