ID,titulo,titulo_completo,empresa,comentario_curto,comentario,link,data,cidade,local,problema
108807207,Cobrança Indevida de Compra Cancelada com Devolução de ...,Cobrança Indevida de Compra Cancelada com Devolução de Mercadoria,Arezzo - Loja Online,"Efetuei uma compra com vários produtos em 26/03/2020 no valor de 1.070,19 e em função da impossibilidade de troca (Pandemia), retiraram todos os calçados em 31...","Efetuei uma compra com vários produtos em 26/03/2020 no valor de 1.070,19 e em função da impossibilidade de troca (Pandemia), retiraram todos os calçados em 31/03/2020. Pois bem, já tentei todos os canais de atendimento e até hoje a compra não foi cancelada, gerando cobranças ilegais no meu cartão de crédito. O valor cobrado indevidamente já passa de 800,00 pois já foram 4 de 6 parcelas pagas. Chegaram ao absurdo de enviar um comprovante em nome de terceiros que desconheço, como se fosse o meu comprovante de estorno.Hoje falei com uma atendente na Arezzo Oscar Freire que não sabe quando vão retornar mas talvez analisem meu problema. FALTA DE RESPEITO E TOTAL DESCASO com o cliente. Será que precisarei ir à justiça para resolver?????",https://www.reclameaqui.com.br/arezzo-loja-online/cobranca-indevida-de-compra-cancelada-com-devolucao-de-mercadoria_3uAYDeWh7MldVISx/, 20/07/20 às 16h05,São Paulo, São Paulo - SP,3
108780471,ESTORNO DE DEVOLUÇÃO EM VALOR MENOR,ESTORNO DE DEVOLUÇÃO EM VALOR MENOR,Privalia,"Fiz um pedido dia 11/06 no valor de R$ 113,96. Dentro desse pedido, solicitei a devolução de dois calçados, totalizando R$62,99 como indica no próprio site da...","Fiz um pedido dia 11/06 no valor de R$ 113,96. Dentro desse pedido, solicitei a devolução de dois calçados, totalizando R$62,99 como indica no próprio site da empresa.Além de terem modificado o valor do pedido no site, o que é um absurdo (e tenho todas as imagens com provas disso), me devolveram o valor de R$ 37 reais. Entrei em contato com o chat, e a atendente além de ter sido grossa e ENCERRADO O ANTENDIMENTO, ainda disse que estava correto esse valor, sendo que enviei a fatura do meu cartão que demonstra ter debitado o valor de R$113,96.QUERO MEU ESTORNO DO VALOR FALTANTE de R$25,33, pois estou no meu direito e TENHO COMO COMPROVAR QUE O VALOR DEVOLVIDO FOI MENOR. Tenho todos os protocolos de atendimento caso seja necessário, além de prints comprovando as modificações do site e do atendimento.",https://www.reclameaqui.com.br/privalia/estorno-de-devolucao-em-valor-menor_TZ6dOG2QrOGFi1kQ/, 20/07/20 às 11h34,Campinas, Campinas - SP,3
108710531,Vale Troca não aparece no sistema,Vale Troca não aparece no sistema,Centauro,"Fiz um pedido no mês de Abril de alguns pares de calçados, mas um par foi comprado por engano. Liguei para a Centauro antes da emissão da nota fiscal e me...","Fiz um pedido no mês de Abril de alguns pares de calçados, mas um par foi comprado por engano. Liguei para a Centauro antes da emissão da nota fiscal e me garantiram que haviam retirado do pedido (tenho o protocolo). No dia seguinte emitiram a NF com este item incluso. Produto foi devolvido no dia 3 de Junho. No dia 30 Junho recebi um e-mail dizendo Seu Vale Trocas já está disponível, mas até agora não aparece no sistema. Já mandei mais de 5 mensagens, sem contar as tentativas de contato por telefone e whatsapp. Só recebo as mensagens automáticas, mas nenhum retorno sobre o problema e nada do vale troca.",https://www.reclameaqui.com.br/centauro-loja-fisica/vale-troca-nao-aparece-no-sistema_G_xGT1GD8FPlvSDo/, 18/07/20 às 14h08,Venâncio Aires, Venâncio Aires - RS,3
108702381,Mais uma vez a falta de compromisso dá JDK calçados,Mais uma vez a falta de compromisso dá JDK calçados,Jdk Calçados,"Desde o dia 09/07/2020 estou aguardando a JDK enviar a ordem para a troca de minha bota que ficou pequena, essa empresa não é seria, pois desde o começo estou tendo problemas com eles, não tem compromisso com seus clientes, acredito que após o despacho da troca tenho certeza que vou ter problemas para receber, no aguardo de um contato urgente obrigado","Desde o dia 09/07/2020 estou aguardando a JDK enviar a ordem para a troca de minha bota que ficou pequena, essa empresa não é seria, pois desde o começo estou tendo problemas com eles, não tem compromisso com seus clientes, acredito que após o despacho da troca tenho certeza que vou ter problemas para receber, no aguardo de um contato urgente obrigado",https://www.reclameaqui.com.br/jdk-calcados/mais-uma-vez-a-falta-de-compromisso-da-jdk-calcados_MyENsvwKTOidoP70/, 18/07/20 às 11h07,São Paulo, São Paulo - SP,3
108700257,Demora enorme para autorizar a troca de um simples têni...,Demora enorme para autorizar a troca de um simples tênis - Primeira experiência péssima!!,Netshoes," produto original. Sempre fui desconfiado para comprar calçados ou roupas online e, na primeira vez que tentei, a NETSHOES já me proporcionou uma experiência...","Em 29/06/2020, fiz a compra pela NETSHOES de um tênis LACOSTE (masculino) tamanho 41, que foi entregue no meu endereço em 06/07. No entanto, ele ficou apertado e, no mesmo dia (06/07), solicitei a TROCA por um calçado exatamente do mesmo modelo, porém de um tamanho maior (de 41 para 42) que estava DISPONÍVEL. Já se passaram quase 15 dias depois que a troca foi solicitada e, até o momento, não recebi nem mesmo a autorização para seguir com a troca e devolver pelo correio o produto original. Sempre fui desconfiado para comprar calçados ou roupas online e, na primeira vez que tentei, a NETSHOES já me proporcionou uma experiência péssima, a PIOR possível. Aguardo providências imediatas para finalizar a troca do meu produto, pois essa demora é algo inaceitável.",https://www.reclameaqui.com.br/netshoes/demora-enorme-para-autorizar-a-troca-de-um-simples-tenis-primeira-experie_Uelxmx50tzeuDmGF/, 18/07/20 às 10h23,São Caetano do Sul, São Caetano do Sul - SP,3
108593281,"Devolvido para troca, mais de um mês sem retorno.","Devolvido para troca, mais de um mês sem retorno.",todamulher.com.br,No dia 21/05/2020 comprei pelo site TODA MULHER uma bota de couro cano alto n 38 (número de todos os meus calçados). Recebi a bota na minha residência dia 02...,"No dia 21/05/2020 comprei pelo site TODA MULHER uma bota de couro cano alto n 38 (número de todos os meus calçados). Recebi a bota na minha residência dia 02/06/2020, porém a confecção do calçado era bem pequena e ficou apertado. No mesmo dia solicitei a troca do produto, e em uma semana eles me mandaram o código de postagem para devolução. Postei a bota nos correios dia 11/06/2020, esperei uma semana para algum retorno e não obtive. Entrei em contato com a loja, a qual me informou que ainda não tinham recebido o produto, e que assim que chegasse o vendedor entraria em contato comigo para informações e detalhes da troca. Porém nunca recebi retorno algum de nenhum vendedor e esse foi o último contato que obtive da loja. Tentando novamente contato, solicitei até cancelamento de compra, mas eles me mandam repetidamente um email automático dizendo que a bota já foi reencaminhada para mim. DETALHE: Nenhum vendedor entrou em contato comigo para saber o motivo da troca, e nas informações que constam na nota, estão me enviando a mesma bota com a MESMA NUMERAÇÃO. DETALHE 2: Não consigo rastrear o número que me mandam para rastreamento. Ou seja, estou pagando um produto que enviei para troca e até agora não obtive retorno algum.Primeira e última vez que compro neste site, total desrespeito com o consumidor.",https://www.reclameaqui.com.br/todamulher-com-br/devolvido-para-troca-mais-de-um-mes-sem-retorno_jRZ3-0rwSX5ECsWw/, 16/07/20 às 15h29,Porto Alegre, Porto Alegre - RS,3
108555301,Insatisfação,Insatisfação,Netshoes,Efetuei uma compra no site da empresa.a numeração dos calçados ficou pequena.solicitei a troca pelo site onde informa que eu receberia o passo a passo no meu...,"Efetuei uma compra no site da empresa.a numeração dos calçados ficou pequena.solicitei a troca pelo site onde informa que eu receberia o passo a passo no meu email para efetuar a devolução dos mesmos.até agora não tive retorno e nem consigo acessar a empresa através de seus canais:chat,telefones e email.agora tentei pelo email sac@netshoes.com.br e obtive a resposta eletrônica que o email não pode ser recebido pela empresa pq meu email tem que constar da lista do destinatário.mas no google me diz que este é o email da empresa e que eles respondem em até 48hs .Como assim se nem recebem o email.Não tive nenhuma dificuldade na compra e nem na entrega.agora que preciso trocar a empresa me deixa no vácuo,é uma pena pq pretendia fazer novas compras!espero que através deste canal eu possa obter alguma resposta!",https://www.reclameaqui.com.br/netshoes/insatisfacao_Ic3J7giSXrrq-eua/, 16/07/20 às 08h03,Borborema, Borborema - SP,3
108529737,Não resolvem o problema do frete.,Não resolvem o problema do frete.,Sonho dos Pés,"Recebi em 26/05/2020 as compras que fiz através do site da Sonho dos Pés, Pedido n # 1027360085756-01, foram três calçados, dos quais dois ficaram bons e um...","Recebi em 26/05/2020 as compras que fiz através do site da Sonho dos Pés, Pedido n # 1027360085756-01, foram três calçados, dos quais dois ficaram bons e um não, ficou muito apertado e machucando os meus pés. Em 28/05/2020 fiz o contato com o sac da empresa, a qual me orientou a enviar o calçado de volta e disse que a troca da loja virtual funcionaria como vale compra. Somente no dia 13/07/2020 disponibilizaram o vale troca e cupom de FRETE GRÁTIS. Ocorre que no site não campo para digitar o cupom de FRETE GRÁTIS, há apenas o espaço para o cupom de vale troca, ou seja, eu posso até utilizá-lo para adquirir outro calçado, mas terei que pagar o FRETE para isso. Segue trecho do email enviado pela empresa:""Recebemos o produto a ser trocado e criamos seu vale troca de código: FZCM-TCRX-MXIJ-XXXX  e cupom de frete grátis fretegratis45007XXX com validade até 1 ano."" (Substituir alguns números por X).Já tentei, por inúmeras vezes, estabelecer contato com a empresa para saber como utilizo o cupom do FRETE GRÁTIS, porém eles insistem em orientar apenas o uso do cupom de vale troca, o qual eu já sei como utilizar. Horrível o descaso dessa empresa com os seus clientes, já tentei resolver no sac da empresa, agora estou tentando resolver por aqui, mas se não conseguir, não hesitarei em recorrer a instâncias maiores para ter o meu direito assegurado.Emmanuella",https://www.reclameaqui.com.br/sonho-dos-pes/nao-resolvem-o-problema-do-frete_Bwt3YvGOMfmYXuVk/, 15/07/20 às 20h04,Teresina, Teresina - PI,3
108526979,Troca ignorada,Troca ignorada,FutFanatics," impossível encontrar calçados para mim. Como a atendente diz que não pode ajudar, se foi a loja em que trabalha que ""vendeu e entregou"". Acredito que quem...","No dia 13 de maio comprei um tênis na Netshoes, Pedido: 43675696. Desde que recebi tento fazer a troca com eles, mas parece que a Netshoes está sendo operada por robôs programados somente para venda, e não respondem minhas solicitações, nem o pedido de troca que fiz diretamente em sua plataforma. Resolvi hoje, entrar em contato com a Fut Fanatics, que fez a ""venda e entregou"". Mas parece que está na mesma maré, a diferença é que atendeu o telefone. A atendente disse que não pode me ajudar, só a Netshoes pode. Decepção total com essas lojas online, só compro mesmo porque meu pé é muito grande e em loja física é quase impossível encontrar calçados para mim. Como a atendente diz que não pode ajudar, se foi a loja em que trabalha que ""vendeu e entregou"". Acredito que quem emitiu a nota fiscal tem responsabilidade sobre tal, enfim. Resolvi que não vou ficar com esse prejuízo, já que pela forma amigável não resolve, o ReclameAqui é minha ultima opção antes de recorrer a quem sei que de fato resolverá.",https://www.reclameaqui.com.br/futfanatics/troca-ignorada_WcUF0aBmR8XNesw1/, 15/07/20 às 19h29,Rio de Janeiro, Rio de Janeiro - RJ,3
108461439,Troca de mercadoria,Troca de mercadoria,Clóvis Calçados -  Loja O...,Eu comprei 2 tênis e uma sandália no site da Clóvis calçados só que ao colocar o número do tênis seria 39 só que no pedido foi número 38 eu fiz o cancelamento pq o número certo é 39 o pagamento foi no cartão de crédito...,Eu comprei 2 tênis e uma sandália no site da Clóvis calçados só que ao colocar o número do tênis seria 39 só que no pedido foi número 38 eu fiz o cancelamento pq o número certo é 39 o pagamento foi no cartão de crédito,https://www.reclameaqui.com.br/clovis-calcados-loja-online/troca-de-mercadoria_PtN_AsK4FPWAf73S/, 15/07/20 às 06h33,Petrolina, Petrolina - PE,3
108361533,Devolução de produto adquirido,Devolução de produto adquirido,Netshoes,"Boa noite, foi solicitado a devolução de dois calçados infantil comprado pela netshoes, foi aberto um processo de logística reversa criado pela empresa, onde...","Boa noite, foi solicitado a devolução de dois calçados infantil comprado pela netshoes, foi aberto um processo de logística reversa criado pela empresa, onde que na data de 02/07/2020 foi enviado a mercadoria conforme solicitado na data de dia 06/07/2020 a mercadoria foi entregue ao destinatário e até o presente momento não foi feito o estorno do valor pago pelos produto R$129,98 referente aos 2 tênis.",https://www.reclameaqui.com.br/netshoes/devolucao-de-produto-adquirido_k6C3LgRMHVWvTN-d/, 13/07/20 às 21h10,Ribeirão das Neves, Ribeirão das Neves - MG,3
108351293,Problemas para troca de calçado,Problemas para troca de calçado,Piccadilly,"Sou cliente da Picadilly há muitos anos. Efetuei uma compra via site (NF nr 87723, 12/06/2020, PI-462760-00004) de 4 calçados sendo que um não serviu. Já fiz...","Sou cliente da Picadilly há muitos anos. Efetuei uma compra via site (NF nr 87723, 12/06/2020, PI-462760-00004) de 4 calçados sendo que um não serviu. Já fiz duas solicitações de troca, preenchendo o formulário conforme instruções no site. Também tentei ligar várias vezes no telefone informado no site e não consegui falar com ninguém, o número encontra-se indisponível. É muito simples, quero trocar a bota fem. 650063 rel.moc. fen sola tr madeira tamanho 35 por tamanho 36. Não consigo entender qual é a dificuldade. Não é a maneira correta de tratar os clientes. Até quando ficarei sem retorno???? Solicito instruções para troca imediata do calçado e, se não for possível ou houver alguma dificuldade, me devolvam o dinheiro e eu devolvo o calçado. Simples!",https://www.reclameaqui.com.br/piccadilly/problemas-para-troca-de-calcado_miWJzKkC_AI_y8yY/, 13/07/20 às 18h42,São Paulo, São Paulo - SP,3
108319351,Faltando 1 unidade,Faltando 1 unidade,Reserva,"Fiz uma compra no site da reserva de 2 calçados um tennis preto e um cinza, e para minha surpresa ao receber o produto veio com apenas 1 tennis, ou seja sumiu...","Fiz uma compra no site da reserva de 2 calçados um tennis preto e um cinza, e para minha surpresa ao receber o produto veio com apenas 1 tennis, ou seja sumiu 1 par de tennis!!!! Exigo a devolução do valor pago, ou o reenvio com a minha compra correta  pedido número 1307425",https://www.reclameaqui.com.br/reserva/faltando-1-unidade_XOW4iEP0GQN2lYSQ/, 13/07/20 às 12h46,Londrina, Londrina - PR,3
